Date,Price,Open,High,Low,Change %
9-Sep-16,"1,328.15","1,338.41","1,340.03","1,327.70",-0.76%
8-Sep-16,"1,338.35","1,345.11","1,349.78","1,335.54",-0.51%
7-Sep-16,"1,345.24","1,348.67","1,353.01","1,342.74",-0.34%
6-Sep-16,"1,349.88","1,325.37","1,352.16","1,324.77",1.72%
5-Sep-16,"1,327.08","1,324.42","1,329.32","1,322.31",0.16%
2-Sep-16,"1,325.01","1,314.13","1,329.09","1,309.51",0.85%
1-Sep-16,"1,313.79","1,309.12","1,315.38","1,302.23",0.37%
31-Aug-16,"1,308.95","1,311.25","1,316.54","1,305.41",-0.17%
30-Aug-16,"1,311.15","1,323.20","1,325.70","1,309.15",-0.93%
29-Aug-16,"1,323.41","1,320.47","1,325.43","1,315.10",0.16%
26-Aug-16,"1,321.33","1,321.89","1,341.54","1,318.89",-0.03%
25-Aug-16,"1,321.70","1,323.75","1,327.50","1,317.96",-0.15%
24-Aug-16,"1,323.75","1,337.88","1,340.52","1,323.70",-1.07%
23-Aug-16,"1,338.10","1,339.34","1,345.45","1,335.65",-0.07%
22-Aug-16,"1,339.02","1,340.83","1,341.65","1,332.10",-0.21%
19-Aug-16,"1,341.78","1,352.91","1,353.44","1,337.93",-0.78%
18-Aug-16,"1,352.34","1,349.05","1,356.60","1,345.84",0.27%
17-Aug-16,"1,348.66","1,345.70","1,352.07","1,337.70",0.19%
16-Aug-16,"1,346.08","1,339.69","1,358.38","1,339.47",0.50%
15-Aug-16,"1,339.36","1,338.08","1,344.21","1,335.95",0.24%
12-Aug-16,"1,336.19","1,338.70","1,356.28","1,333.98",-0.20%
11-Aug-16,"1,338.87","1,347.26","1,353.78","1,335.93",-0.58%
10-Aug-16,"1,346.67","1,340.95","1,357.57","1,340.30",0.44%
9-Aug-16,"1,340.75","1,334.85","1,343.24","1,330.47",0.40%
8-Aug-16,"1,335.38","1,335.18","1,338.53","1,329.84",-0.03%
5-Aug-16,"1,335.80","1,360.72","1,365.51","1,334.87",-1.87%
4-Aug-16,"1,361.20","1,358.41","1,365.45","1,348.90",0.24%
3-Aug-16,"1,357.90","1,363.65","1,366.85","1,354.16",-0.42%
2-Aug-16,"1,363.68","1,353.47","1,367.81","1,347.06",0.77%
1-Aug-16,"1,353.21","1,349.88","1,355.22","1,346.24",0.17%
29-Jul-16,"1,350.91","1,335.75","1,355.42","1,330.00",1.13%
28-Jul-16,"1,335.79","1,339.38","1,345.53","1,332.23",-0.30%
27-Jul-16,"1,339.86","1,320.04","1,342.62","1,315.74",1.48%
26-Jul-16,"1,320.32","1,315.59","1,325.08","1,313.83",0.36%
25-Jul-16,"1,315.56","1,322.59","1,324.12","1,312.43",-0.52%
22-Jul-16,"1,322.38","1,330.94","1,334.22","1,319.58",-0.65%
21-Jul-16,"1,331.09","1,316.31","1,334.38","1,310.95",1.15%
20-Jul-16,"1,315.95","1,331.81","1,336.34","1,312.49",-1.21%
19-Jul-16,"1,332.13","1,328.51","1,335.29","1,325.61",0.25%
18-Jul-16,"1,328.79","1,332.81","1,335.70","1,323.84",-0.68%
15-Jul-16,"1,337.85","1,336.31","1,338.90","1,322.55",0.21%
14-Jul-16,"1,335.10","1,344.01","1,347.10","1,320.22",-0.58%
13-Jul-16,"1,342.85","1,332.40","1,345.60","1,327.70",0.84%
12-Jul-16,"1,331.65","1,355.16","1,358.20","1,330.15",-1.74%
11-Jul-16,"1,355.25","1,368.71","1,375.11","1,351.20",-0.85%
8-Jul-16,"1,366.80","1,359.21","1,369.09","1,336.08",0.46%
7-Jul-16,"1,360.60","1,363.56","1,370.26","1,350.80",-0.24%
6-Jul-16,"1,363.89","1,356.74","1,375.30","1,356.23",0.57%
5-Jul-16,"1,356.14","1,351.15","1,357.71","1,338.43",0.40%
4-Jul-16,"1,350.78","1,342.58","1,357.97","1,338.34",0.63%
1-Jul-16,"1,342.30","1,323.38","1,344.60","1,320.88",1.52%
30-Jun-16,"1,322.18","1,317.71","1,324.11","1,312.95",0.25%
29-Jun-16,"1,318.89","1,312.39","1,328.23","1,311.29",0.49%
28-Jun-16,"1,312.51","1,324.45","1,326.39","1,305.62",-0.93%
27-Jun-16,"1,324.80","1,326.26","1,335.70","1,317.85",0.67%
24-Jun-16,"1,315.98","1,253.86","1,358.70","1,251.66",4.80%
23-Jun-16,"1,255.65","1,264.31","1,271.65","1,255.46",-0.84%
22-Jun-16,"1,266.31","1,268.45","1,271.00","1,261.41",-0.17%
21-Jun-16,"1,268.44","1,288.68","1,294.38","1,264.48",-1.68%
20-Jun-16,"1,290.15","1,285.80","1,292.36","1,277.74",-0.65%
17-Jun-16,"1,298.60","1,279.35","1,299.88","1,277.19",1.52%
16-Jun-16,"1,279.14","1,293.51","1,316.11","1,278.77",-0.96%
15-Jun-16,"1,291.49","1,285.14","1,297.09","1,278.43",0.44%
14-Jun-16,"1,285.85","1,283.39","1,290.18","1,276.38",0.14%
13-Jun-16,"1,284.05","1,274.05","1,287.40","1,272.70",0.77%
10-Jun-16,"1,274.20","1,269.41","1,278.10","1,264.47",0.40%
9-Jun-16,"1,269.15","1,262.55","1,272.06","1,257.56",0.56%
8-Jun-16,"1,262.14","1,244.64","1,264.19","1,243.09",1.47%
7-Jun-16,"1,243.85","1,245.56","1,246.66","1,234.90",-0.11%
6-Jun-16,"1,245.24","1,242.79","1,248.79","1,239.93",0.06%
3-Jun-16,"1,244.49","1,211.16","1,244.91","1,207.01",2.77%
2-Jun-16,"1,210.95","1,213.62","1,218.05","1,209.99",-0.20%
1-Jun-16,"1,213.35","1,216.40","1,221.25","1,206.50",-0.16%
31-May-16,"1,215.24","1,206.45","1,218.86","1,206.20",0.80%
30-May-16,"1,205.58","1,213.38","1,213.83","1,199.97",-0.56%
27-May-16,"1,212.40","1,219.86","1,223.70","1,206.70",-0.64%
26-May-16,"1,220.15","1,223.40","1,234.01","1,218.55",-0.33%
25-May-16,"1,224.18","1,227.00","1,230.21","1,217.65",-0.23%
24-May-16,"1,227.00","1,249.21","1,251.26","1,226.53",-1.78%
23-May-16,"1,249.24","1,251.41","1,256.36","1,243.39",-0.24%
20-May-16,"1,252.30","1,255.24","1,259.98","1,248.70",-0.22%
19-May-16,"1,255.10","1,258.60","1,261.92","1,245.00",-0.25%
18-May-16,"1,258.30","1,279.71","1,281.51","1,255.05",-1.70%
17-May-16,"1,280.00","1,274.06","1,282.50","1,269.50",0.48%
16-May-16,"1,273.86","1,272.51","1,288.60","1,271.33",0.02%
13-May-16,"1,273.60","1,263.61","1,276.60","1,263.51",0.80%
12-May-16,"1,263.49","1,277.80","1,280.99","1,263.49",-1.11%
11-May-16,"1,277.69","1,265.73","1,279.18","1,264.79",0.89%
10-May-16,"1,266.40","1,264.11","1,269.50","1,257.65",0.20%
9-May-16,"1,263.85","1,284.93","1,287.98","1,261.09",-1.93%
6-May-16,"1,288.70","1,278.50","1,296.10","1,274.40",0.83%
5-May-16,"1,278.05","1,279.85","1,286.38","1,269.24",-0.11%
4-May-16,"1,279.49","1,285.99","1,289.68","1,271.64",-0.51%
3-May-16,"1,286.00","1,291.76","1,302.40","1,282.46",-0.43%
2-May-16,"1,291.60","1,293.69","1,303.98","1,287.48",-0.17%
29-Apr-16,"1,293.74","1,266.27","1,296.49","1,265.14",2.15%
28-Apr-16,"1,266.48","1,245.66","1,270.10","1,238.05",1.64%
27-Apr-16,"1,246.10","1,242.60","1,251.30","1,240.66",0.21%
26-Apr-16,"1,243.44","1,238.57","1,245.15","1,231.95",0.45%
25-Apr-16,"1,237.90","1,232.10","1,242.30","1,230.10",0.45%
22-Apr-16,"1,232.30","1,247.44","1,252.98","1,227.35",-1.33%
21-Apr-16,"1,248.85","1,243.49","1,270.48","1,242.88",0.39%
20-Apr-16,"1,244.05","1,251.00","1,258.75","1,242.60",-0.52%
19-Apr-16,"1,250.50","1,232.46","1,257.20","1,227.70",1.54%
18-Apr-16,"1,231.55","1,234.10","1,242.00","1,230.16",-0.20%
15-Apr-16,"1,234.05","1,227.55","1,236.29","1,225.29",0.54%
14-Apr-16,"1,227.39","1,242.05","1,244.38","1,223.79",-1.27%
13-Apr-16,"1,243.14","1,255.88","1,257.18","1,240.24",-1.02%
12-Apr-16,"1,255.94","1,259.05","1,262.98","1,251.29",-0.16%
11-Apr-16,"1,257.95","1,239.79","1,259.10","1,239.79",1.42%
8-Apr-16,"1,240.39","1,240.18","1,243.18","1,229.62",-0.02%
7-Apr-16,"1,240.69","1,223.16","1,243.90","1,222.70",1.50%
6-Apr-16,"1,222.35","1,231.86","1,232.41","1,217.20",-0.71%
5-Apr-16,"1,231.14","1,215.31","1,237.05","1,214.90",1.30%
4-Apr-16,"1,215.40","1,220.35","1,223.35","1,214.70",-0.58%
1-Apr-16,"1,222.49","1,232.68","1,235.36","1,208.84",-0.83%
31-Mar-16,"1,232.70","1,226.06","1,240.05","1,224.81",0.64%
30-Mar-16,"1,224.85","1,241.30","1,243.30","1,223.33",-1.42%
29-Mar-16,"1,242.55","1,221.40","1,243.65","1,215.65",1.76%
28-Mar-16,"1,221.05","1,214.51","1,222.96","1,208.55",0.38%
25-Mar-16,"1,216.47","1,216.47","1,216.47","1,216.47",-0.04%
24-Mar-16,"1,216.99","1,221.20","1,224.40","1,213.01",-0.26%
23-Mar-16,"1,220.17","1,248.18","1,249.47","1,215.47",-2.26%
22-Mar-16,"1,248.38","1,244.22","1,259.97","1,242.47",0.37%
21-Mar-16,"1,243.74","1,254.70","1,256.12","1,240.76",-0.92%
18-Mar-16,"1,255.30","1,258.16","1,267.22","1,248.30",-0.21%
17-Mar-16,"1,257.90","1,261.70","1,271.65","1,254.65",-0.41%
16-Mar-16,"1,263.08","1,232.84","1,264.38","1,227.24",2.49%
15-Mar-16,"1,232.38","1,234.68","1,237.58","1,226.08",-0.23%
14-Mar-16,"1,235.28","1,250.98","1,261.09","1,229.28",-1.05%
11-Mar-16,"1,248.44","1,271.44","1,282.89","1,248.44",-1.81%
10-Mar-16,"1,271.44","1,252.89","1,273.79","1,237.44",1.48%
9-Mar-16,"1,252.94","1,261.30","1,264.99","1,243.87",-0.65%
8-Mar-16,"1,261.10","1,267.49","1,278.19","1,260.04",-0.50%
7-Mar-16,"1,267.39","1,259.48","1,273.29","1,256.68",0.63%
4-Mar-16,"1,259.44","1,263.89","1,279.98","1,250.29",-0.34%
3-Mar-16,"1,263.69","1,240.30","1,267.44","1,237.34",1.89%
2-Mar-16,"1,240.30","1,232.35","1,244.29","1,224.48",0.65%
1-Mar-16,"1,232.26","1,238.19","1,249.00","1,227.44",-0.47%
29-Feb-16,"1,238.14","1,222.73","1,241.29","1,217.98",1.27%
26-Feb-16,"1,222.60","1,234.44","1,240.05","1,211.59",-0.98%
25-Feb-16,"1,234.64","1,229.44","1,243.09","1,221.18",0.43%
24-Feb-16,"1,229.35","1,227.39","1,253.30","1,221.93",0.15%
23-Feb-16,"1,227.46","1,208.76","1,227.56","1,207.20",1.55%
22-Feb-16,"1,208.74","1,226.14","1,226.35","1,202.02",-1.58%
19-Feb-16,"1,228.19","1,233.12","1,234.79","1,219.79",-0.34%
18-Feb-16,"1,232.35","1,209.16","1,239.90","1,200.75",1.92%
17-Feb-16,"1,209.14","1,200.19","1,213.88","1,195.79",0.73%
16-Feb-16,"1,200.35","1,209.32","1,217.18","1,190.79",-0.79%
15-Feb-16,"1,209.95","1,232.81","1,234.82","1,202.30",-2.27%
12-Feb-16,"1,238.05","1,246.94","1,249.05","1,232.23",-0.71%
11-Feb-16,"1,246.89","1,197.44","1,260.98","1,196.21",4.13%
10-Feb-16,"1,197.49","1,188.95","1,197.74","1,181.29",0.73%
9-Feb-16,"1,188.85","1,191.14","1,199.29","1,185.48",-0.19%
8-Feb-16,"1,191.14","1,170.89","1,200.98","1,164.09",1.49%
5-Feb-16,"1,173.69","1,155.74","1,174.90","1,145.36",1.55%
4-Feb-16,"1,155.74","1,142.95","1,157.59","1,139.43",1.12%
3-Feb-16,"1,142.93","1,129.16","1,146.00","1,124.35",1.22%
2-Feb-16,"1,129.12","1,128.82","1,130.70","1,122.44",0.02%
1-Feb-16,"1,128.85","1,117.88","1,130.09","1,116.24",0.97%
29-Jan-16,"1,118.04","1,115.16","1,118.50","1,108.90",0.26%
28-Jan-16,"1,115.14","1,125.57","1,126.01","1,111.96",-0.93%
27-Jan-16,"1,125.59","1,120.36","1,128.20","1,114.90",0.45%
26-Jan-16,"1,120.57","1,108.02","1,123.30","1,107.17",1.13%
25-Jan-16,"1,108.05","1,097.85","1,109.05","1,097.35",0.89%
22-Jan-16,"1,098.30","1,101.60","1,102.98","1,093.98",-0.30%
21-Jan-16,"1,101.60","1,101.04","1,104.98","1,092.54",0.05%
20-Jan-16,"1,101.02","1,087.10","1,109.60","1,086.73",1.28%
19-Jan-16,"1,087.12","1,088.84","1,094.70","1,082.95",-0.16%
18-Jan-16,"1,088.90","1,089.51","1,093.26","1,087.25",-0.02%
15-Jan-16,"1,089.10","1,077.94","1,097.59","1,076.18",1.03%
14-Jan-16,"1,078.00","1,093.52","1,095.36","1,071.40",-1.42%
13-Jan-16,"1,093.49","1,087.29","1,095.68","1,079.64",0.59%
12-Jan-16,"1,087.05","1,094.30","1,099.54","1,083.61",-0.66%
11-Jan-16,"1,094.26","1,104.19","1,108.51","1,093.91",-0.90%
8-Jan-16,"1,104.24","1,109.45","1,112.40","1,093.93",-0.45%
7-Jan-16,"1,109.25","1,094.45","1,110.20","1,091.09",1.35%
6-Jan-16,"1,094.45","1,077.55","1,095.45","1,074.70",1.56%
5-Jan-16,"1,077.66","1,074.66","1,082.30","1,072.70",0.28%
4-Jan-16,"1,074.70","1,065.36","1,083.70","1,061.90",1.32%
1-Jan-16,"1,060.74","1,061.21","1,061.41","1,060.74",-0.05%
31-Dec-15,"1,061.30","1,061.38","1,063.68","1,058.38",-0.01%
30-Dec-15,"1,061.45","1,069.38","1,072.85","1,059.55",-0.71%
29-Dec-15,"1,068.99","1,069.20","1,075.79","1,067.29",-0.01%
28-Dec-15,"1,069.05","1,076.00","1,077.15","1,066.30",-0.63%
25-Dec-15,"1,075.88","1,075.88","1,075.88","1,075.88",0.00%
24-Dec-15,"1,075.88","1,070.90","1,077.85","1,070.05",0.52%
23-Dec-15,"1,070.35","1,072.21","1,075.75","1,068.25",-0.19%
22-Dec-15,"1,072.36","1,078.41","1,081.00","1,071.85",-0.56%
21-Dec-15,"1,078.44","1,065.94","1,081.88","1,063.88",1.15%
18-Dec-15,"1,066.19","1,051.72","1,070.79","1,051.05",1.37%
17-Dec-15,"1,051.74","1,072.85","1,073.09","1,047.64",-1.98%
16-Dec-15,"1,072.94","1,060.73","1,078.59","1,060.64",1.15%
15-Dec-15,"1,060.74","1,062.89","1,068.89","1,059.59",-0.20%
14-Dec-15,"1,062.90","1,073.69","1,077.70","1,062.77",-1.12%
11-Dec-15,"1,074.89","1,071.60","1,079.98","1,062.38",0.31%
10-Dec-15,"1,071.54","1,073.21","1,076.46","1,069.70",-0.16%
9-Dec-15,"1,073.21","1,074.74","1,085.60","1,069.59",-0.14%
8-Dec-15,"1,074.69","1,070.49","1,078.85","1,067.63",0.40%
7-Dec-15,"1,070.39","1,086.01","1,087.00","1,070.06",-1.53%
4-Dec-15,"1,086.99","1,062.39","1,089.09","1,058.14",2.30%
3-Dec-15,"1,062.57","1,053.71","1,065.80","1,046.25",0.84%
2-Dec-15,"1,053.69","1,069.49","1,071.55","1,050.63",-1.48%
1-Dec-15,"1,069.49","1,064.55","1,074.72","1,063.38",0.48%
30-Nov-15,"1,064.42","1,057.80","1,068.90","1,053.10",0.53%
27-Nov-15,"1,058.81","1,071.59","1,073.90","1,052.86",-1.25%
26-Nov-15,"1,072.25","1,071.91","1,075.46","1,070.35",0.08%
25-Nov-15,"1,071.39","1,075.55","1,080.85","1,067.75",-0.38%
24-Nov-15,"1,075.49","1,069.24","1,080.89","1,068.99",0.58%
23-Nov-15,"1,069.34","1,077.01","1,077.01","1,067.00",-0.81%
20-Nov-15,"1,078.10","1,082.30","1,087.80","1,075.68",-0.40%
19-Nov-15,"1,082.40","1,071.15","1,086.50","1,069.75",1.05%
18-Nov-15,"1,071.14","1,070.30","1,073.18","1,065.34",0.07%
17-Nov-15,"1,070.37","1,082.86","1,084.82","1,065.59",-1.15%
16-Nov-15,"1,082.85","1,088.14","1,098.29","1,081.32",-0.07%
13-Nov-15,"1,083.64","1,085.05","1,088.29","1,080.04",-0.13%
12-Nov-15,"1,085.05","1,086.26","1,089.60","1,074.66",-0.10%
11-Nov-15,"1,086.14","1,089.85","1,093.69","1,084.04",-0.35%
10-Nov-15,"1,089.91","1,092.01","1,094.90","1,085.45",-0.20%
9-Nov-15,"1,092.10","1,089.94","1,095.88","1,088.34",0.32%
6-Nov-15,"1,088.64","1,103.89","1,110.68","1,085.29",-1.39%
5-Nov-15,"1,103.95","1,107.56","1,111.61","1,102.75",-0.32%
4-Nov-15,"1,107.44","1,117.63","1,122.85","1,106.38",-0.91%
3-Nov-15,"1,117.60","1,133.60","1,138.30","1,114.48",-1.42%
2-Nov-15,"1,133.75","1,141.49","1,143.01","1,132.75",-0.76%
30-Oct-15,"1,142.38","1,148.04","1,150.47","1,139.48",-0.31%
29-Oct-15,"1,145.91","1,156.09","1,162.76","1,144.60",-0.88%
28-Oct-15,"1,156.10","1,166.75","1,182.90","1,152.40",-0.93%
27-Oct-15,"1,166.95","1,162.96","1,168.90","1,160.91",0.32%
26-Oct-15,"1,163.20","1,164.45","1,169.60","1,162.30",-0.09%
23-Oct-15,"1,164.26","1,165.61","1,179.80","1,159.16",-0.15%
22-Oct-15,"1,166.05","1,167.06","1,172.20","1,162.90",-0.09%
21-Oct-15,"1,167.10","1,175.81","1,179.60","1,163.90",-0.77%
20-Oct-15,"1,176.11","1,171.00","1,180.70","1,167.15",0.48%
19-Oct-15,"1,170.45","1,176.00","1,177.90","1,168.25",-0.57%
16-Oct-15,"1,177.20","1,182.21","1,184.50","1,174.25",-0.50%
15-Oct-15,"1,183.11","1,184.10","1,191.04","1,176.37",-0.18%
14-Oct-15,"1,185.19","1,168.59","1,190.38","1,164.05",1.40%
13-Oct-15,"1,168.80","1,163.55","1,169.00","1,151.56",0.41%
12-Oct-15,"1,164.00","1,155.71","1,169.40","1,154.90",0.56%
9-Oct-15,"1,157.53","1,139.10","1,160.20","1,138.80",1.63%
8-Oct-15,"1,138.96","1,145.49","1,151.60","1,136.90",-0.56%
7-Oct-15,"1,145.40","1,146.96","1,153.70","1,141.96",-0.15%
6-Oct-15,"1,147.11","1,135.65","1,151.61","1,135.11",1.00%
5-Oct-15,"1,135.75","1,137.71","1,141.95","1,129.73",-0.21%
2-Oct-15,"1,138.14","1,114.08","1,141.90","1,104.52",2.21%
1-Oct-15,"1,113.55","1,115.14","1,119.29","1,111.13",-0.13%
30-Sep-15,"1,115.00","1,127.46","1,128.20","1,112.00",-1.11%
29-Sep-15,"1,127.46","1,132.25","1,134.90","1,124.35",-0.41%
28-Sep-15,"1,132.05","1,145.80","1,148.30","1,128.10",-1.24%
25-Sep-15,"1,146.24","1,150.97","1,151.18","1,140.84",-0.67%
24-Sep-15,"1,154.01","1,130.61","1,156.70","1,130.45",2.09%
23-Sep-15,"1,130.40","1,124.10","1,134.40","1,121.75",0.50%
22-Sep-15,"1,124.80","1,133.16","1,136.60","1,121.18",-0.75%
21-Sep-15,"1,133.30","1,139.40","1,140.10","1,130.00",-0.54%
18-Sep-15,"1,139.40","1,130.85","1,141.90","1,127.30",0.71%
17-Sep-15,"1,131.40","1,118.89","1,133.40","1,115.40",1.06%
16-Sep-15,"1,119.55","1,105.50","1,124.70","1,103.95",1.28%
15-Sep-15,"1,105.40","1,108.19","1,109.80","1,102.91",-0.31%
14-Sep-15,"1,108.80","1,107.80","1,110.70","1,103.40",0.08%
11-Sep-15,"1,107.90","1,111.56","1,113.40","1,098.75",-0.33%
10-Sep-15,"1,111.55","1,106.81","1,115.30","1,104.00",0.49%
9-Sep-15,"1,106.10","1,121.96","1,125.80","1,101.51",-1.40%
8-Sep-15,"1,121.80","1,119.30","1,126.80","1,118.45",0.21%
7-Sep-15,"1,119.47","1,123.22","1,124.88","1,116.58",-0.31%
4-Sep-15,"1,123.00","1,125.25","1,130.20","1,117.15",-0.20%
3-Sep-15,"1,125.25","1,134.01","1,134.50","1,121.75",-0.78%
2-Sep-15,"1,134.05","1,139.49","1,143.00","1,132.31",-0.53%
1-Sep-15,"1,140.11","1,135.01","1,147.57","1,134.51",0.49%
31-Aug-15,"1,134.50","1,133.25","1,136.80","1,125.96",0.05%
28-Aug-15,"1,133.96","1,125.80","1,141.20","1,123.70",0.73%
27-Aug-15,"1,125.71","1,125.65","1,129.80","1,118.15",0.01%
26-Aug-15,"1,125.55","1,141.15","1,147.00","1,117.75",-1.32%
25-Aug-15,"1,140.65","1,155.45","1,157.20","1,134.90",-1.25%
24-Aug-15,"1,155.05","1,162.35","1,167.90","1,146.75",-0.52%
21-Aug-15,"1,161.05","1,153.91","1,168.80","1,148.85",0.68%
20-Aug-15,"1,153.16","1,133.95","1,154.50","1,132.81",1.65%
19-Aug-15,"1,134.46","1,118.01","1,134.66","1,116.35",1.47%
18-Aug-15,"1,118.01","1,117.91","1,121.60","1,109.55",0.03%
17-Aug-15,"1,117.66","1,114.35","1,123.05","1,113.70",0.32%
14-Aug-15,"1,114.11","1,115.16","1,121.40","1,111.81",-0.08%
13-Aug-15,"1,115.05","1,125.46","1,126.71","1,113.42",-0.91%
12-Aug-15,"1,125.30","1,108.91","1,125.80","1,101.75",1.47%
11-Aug-15,"1,109.01","1,104.41","1,119.40","1,093.65",0.41%
10-Aug-15,"1,104.51","1,094.39","1,109.20","1,089.80",0.94%
7-Aug-15,"1,094.20","1,089.40","1,099.90","1,083.16",0.44%
6-Aug-15,"1,089.41","1,084.90","1,094.30","1,083.60",0.40%
5-Aug-15,"1,085.05","1,087.59","1,092.16","1,082.85",-0.22%
4-Aug-15,"1,087.45","1,086.18","1,095.05","1,081.05",0.09%
3-Aug-15,"1,086.50","1,095.61","1,098.15","1,085.92",-0.84%
31-Jul-15,"1,095.65","1,088.66","1,103.38","1,079.75",0.61%
30-Jul-15,"1,088.99","1,097.76","1,099.82","1,083.36",-0.70%
29-Jul-15,"1,096.69","1,095.48","1,101.85","1,090.21",0.12%
28-Jul-15,"1,095.35","1,094.31","1,099.00","1,091.40",0.08%
27-Jul-15,"1,094.42","1,099.55","1,105.30","1,089.19",-0.43%
24-Jul-15,"1,099.10","1,090.85","1,102.35","1,077.75",0.76%
23-Jul-15,"1,090.80","1,094.50","1,106.00","1,087.01",-0.24%
22-Jul-15,"1,093.45","1,101.06","1,103.56","1,087.39",-0.72%
21-Jul-15,"1,101.41","1,098.55","1,109.87","1,097.05",0.41%
20-Jul-15,"1,096.95","1,133.35","1,133.35","1,088.45",-3.28%
17-Jul-15,"1,134.10","1,145.61","1,146.10","1,131.20",-0.96%
16-Jul-15,"1,145.15","1,148.86","1,149.90","1,142.60",-0.39%
15-Jul-15,"1,149.65","1,155.90","1,156.96","1,143.83",-0.51%
14-Jul-15,"1,155.53","1,158.06","1,159.96","1,153.04",-0.21%
13-Jul-15,"1,158.00","1,163.30","1,164.60","1,151.18",-0.51%
10-Jul-15,"1,163.96","1,159.75","1,165.50","1,157.90",0.37%
9-Jul-15,"1,159.65","1,158.62","1,167.46","1,156.20",0.12%
8-Jul-15,"1,158.28","1,155.18","1,165.03","1,147.18",0.24%
7-Jul-15,"1,155.55","1,170.50","1,170.65","1,148.45",-1.25%
6-Jul-15,"1,170.15","1,173.30","1,175.20","1,163.30",0.19%
3-Jul-15,"1,167.94","1,166.29","1,170.50","1,164.96",0.15%
2-Jul-15,"1,166.15","1,168.80","1,169.11","1,157.25",-0.23%
1-Jul-15,"1,168.80","1,172.70","1,175.30","1,167.43",-0.32%
30-Jun-15,"1,172.60","1,180.06","1,180.80","1,166.75",-0.66%
29-Jun-15,"1,180.36","1,184.96","1,187.32","1,173.99",0.45%
26-Jun-15,"1,175.07","1,173.35","1,179.09","1,168.74",0.15%
25-Jun-15,"1,173.33","1,175.29","1,178.70","1,171.52",-0.16%
24-Jun-15,"1,175.20","1,178.25","1,180.30","1,171.43",-0.27%
23-Jun-15,"1,178.44","1,185.86","1,188.70","1,176.32",-0.59%
22-Jun-15,"1,185.45","1,200.61","1,201.50","1,182.65",-1.25%
19-Jun-15,"1,200.51","1,202.36","1,204.75","1,198.70",-0.08%
18-Jun-15,"1,201.42","1,185.26","1,206.00","1,183.81",1.35%
17-Jun-15,"1,185.45","1,181.90","1,189.40","1,174.48",0.30%
16-Jun-15,"1,181.86","1,186.06","1,188.11","1,176.13",-0.38%
15-Jun-15,"1,186.40","1,181.50","1,190.80","1,173.02",0.47%
12-Jun-15,"1,180.80","1,182.01","1,184.70","1,176.93",-0.13%
11-Jun-15,"1,182.30","1,186.61","1,188.21","1,176.16",-0.35%
10-Jun-15,"1,186.48","1,176.75","1,192.60","1,175.35",0.83%
9-Jun-15,"1,176.70","1,174.36","1,183.40","1,172.75",0.23%
8-Jun-15,"1,173.95","1,169.45","1,178.10","1,169.20",0.17%
5-Jun-15,"1,172.00","1,177.24","1,179.35","1,163.10",-0.36%
4-Jun-15,"1,176.26","1,185.51","1,186.41","1,172.76",-0.78%
3-Jun-15,"1,185.50","1,193.86","1,195.81","1,180.18",-0.66%
2-Jun-15,"1,193.38","1,188.95","1,196.12","1,185.48",0.36%
1-Jun-15,"1,189.15","1,191.00","1,204.81","1,184.60",-0.11%
29-May-15,"1,190.50","1,188.65","1,193.81","1,187.08",0.17%
28-May-15,"1,188.45","1,188.21","1,192.75","1,181.30",0.03%
27-May-15,"1,188.15","1,187.44","1,191.55","1,184.51",0.07%
26-May-15,"1,187.30","1,207.30","1,208.00","1,186.10",-1.65%
25-May-15,"1,207.17","1,205.12","1,208.97","1,202.92",0.07%
22-May-15,"1,206.38","1,206.75","1,215.20","1,201.70",-0.01%
21-May-15,"1,206.45","1,210.11","1,212.95","1,201.91",-0.23%
20-May-15,"1,209.28","1,208.01","1,213.47","1,203.02",0.15%
19-May-15,"1,207.51","1,225.27","1,225.57","1,205.56",-1.49%
18-May-15,"1,225.74","1,223.30","1,232.70","1,221.50",0.15%
15-May-15,"1,223.85","1,221.76","1,226.75","1,211.55",0.19%
14-May-15,"1,221.52","1,215.71","1,227.44","1,212.05",0.48%
13-May-15,"1,215.73","1,193.45","1,219.30","1,191.30",1.86%
12-May-15,"1,193.50","1,183.80","1,197.00","1,181.05",0.79%
11-May-15,"1,184.20","1,188.95","1,192.10","1,179.50",-0.33%
8-May-15,"1,188.15","1,184.66","1,193.61","1,182.13",0.28%
7-May-15,"1,184.80","1,191.80","1,193.30","1,179.16",-0.59%
6-May-15,"1,191.80","1,193.19","1,197.90","1,188.30",-0.13%
5-May-15,"1,193.33","1,188.56","1,200.10","1,185.90",0.43%
4-May-15,"1,188.25","1,178.95","1,193.45","1,177.88",0.83%
1-May-15,"1,178.50","1,184.56","1,185.26","1,170.60",-0.50%
30-Apr-15,"1,184.37","1,205.18","1,207.52","1,177.32",-1.70%
29-Apr-15,"1,204.80","1,212.10","1,213.70","1,201.63",-0.60%
28-Apr-15,"1,212.10","1,202.75","1,215.50","1,199.30",0.84%
27-Apr-15,"1,202.00","1,179.76","1,207.46","1,178.75",1.92%
24-Apr-15,"1,179.38","1,194.16","1,196.51","1,175.24",-1.22%
23-Apr-15,"1,194.00","1,187.56","1,198.40","1,184.05",0.56%
22-Apr-15,"1,187.30","1,202.75","1,205.20","1,185.73",-1.28%
21-Apr-15,"1,202.68","1,196.81","1,204.40","1,193.30",0.52%
20-Apr-15,"1,196.50","1,204.90","1,209.40","1,191.54",-0.68%
